Project Units: meters
Units & Scale - Active, Translate - Active, Rotate - Active

Id,Name,X (project units),Y (project units),Z (project units),X Precision,Y Precision,Z Precision,Photos (used),Tightness (percent),Tightness (project units),Angle (deg.),RMS Residual (pixels),Largest Residual (pixels),Photo Largest Residual,Material,Layer,Tagged,Type,Use In Processing,Frozen,Precision Vector Length,Photos (marked)
65454," ",1000472.569325,112180.827975,140.120938,0.089874,0.069842,0.480705,"3,4,5",0.002197,0.082703,13.493386,0.506651,0.692339,4,SurfaceDefault,Default, ,SmartPoint,yes,no,0.493997,"3,4,5"
65461," ",1000243.649264,112264.167904,143.047586,0.057709,0.058398,0.468407,"3,4,5",0.005580,0.210013,13.539735,1.335897,1.666327,4,SurfaceDefault,Default, ,SmartPoint,yes,no,0.475548,"3,4,5"
65462," ",1000183.806088,112138.247711,138.696591,0.057996,0.075514,0.476251,"3,4,5",0.005181,0.195014,13.346383,1.067152,1.511975,5,SurfaceDefault,Default, ,SmartPoint,yes,no,0.485676,"3,4,5"
65477," ",1000342.647062,112204.770160,139.533094,0.067199,0.065408,0.475338,"3,4,5",0.003848,0.144828,13.540299,0.861510,1.076426,3,SurfaceDefault,Default, ,SmartPoint,yes,no,0.484500,"3,4,5"
65478," ",1000225.374054,112535.484660,137.743991,0.072512,0.066941,0.556349,"2,3,4",0.001997,0.075169,13.558236,0.458981,0.608410,3,SurfaceDefault,Default, ,SmartPoint,yes,no,0.565034,"2,3,4"
65489," ",1000206.519144,112478.072034,139.304290,0.068844,0.058686,0.551763,"2,3,4",0.003376,0.127079,13.613695,0.611721,0.772431,2,SurfaceDefault,Default, ,SmartPoint,yes,no,0.559130,"2,3,4"
65490," ",1000481.434528,112361.691807,144.859314,0.137725,0.058880,0.557765,"2,3,4",0.004032,0.151744,13.325924,1.119344,1.554629,3,SurfaceDefault,Default, ,SmartPoint,yes,no,0.577526,"2,3,4"
65492," ",1000203.609631,112119.592731,141.512799,0.057864,0.079018,0.477387,"3,4,5",0.003340,0.125725,13.375228,0.678910,0.870997,4,SurfaceDefault,Default, ,SmartPoint,yes,no,0.487330,"3,4,5"
65499," ",999889.643246,112274.317822,145.901207,0.081551,0.070328,0.552080,"2,3,4",0.005886,0.221542,13.535583,1.217124,1.715404,4,SurfaceDefault,Default, ,SmartPoint,yes,no,0.562484,"2,3,4"
65507," ",1000218.135857,112247.835028,142.110273,0.057071,0.059764,0.468835,"3,4,5",0.006510,0.245037,13.502892,1.762293,1.811329,5,SurfaceDefault,Default, ,SmartPoint,yes,no,0.476062,"3,4,5"
65508," ",1000471.685186,112371.063610,137.364323,0.135266,0.058013,0.561741,"2,3,4",0.005159,0.194185,13.294860,1.011713,1.372717,3,SurfaceDefault,Default, ,SmartPoint,yes,no,0.580703,"2,3,4"
